SCHOOLID,ST04Q01,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,ST93Q01,ST93Q03,ST93Q04,ST93Q06,ST93Q07,maths,read,scie
394,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Not at all like me,Not at all like me,Not at all like me,348.73812,314.26402,345.15106
394,Female,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Mostly like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,530.9316200000001,466.5023,487.91494
394,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,417.98565999999994,469.28238,455.27788
394,Male,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,,,,,397.65538000000004,363.02226,399.98136
394,Female,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,,,,,,589.58558,585.7282,576.8743
394,Male,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,,,,,,540.59044,423.88991999999996,506.28496000000007
394,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Very much like me,Very much like me,515.58654,568.3328200000001,557.1987999999999
394,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,553.2092,489.9701800000001,547.68744
394,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,,,,,,639.5155000000001,570.0845000000002,643.5472
394,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Very much like me,Very much like me,Mostly like me,Somewhat like me,Somewhat like me,464.95562,478.73463999999996,499.01156000000003
394,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not much like me,469.9408,476.57768,476.8183599999999
394,Male,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,542.6156800000001,487.08315999999996,545.8224399999999
394,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Not much like me,Not much like me,Very much like me,Mostly like me,Mostly like me,599.78966,526.07554,556.8258
394,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,428.65712,378.7404,457.9821
394,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Not much like me,493.46472000000006,476.49750000000006,522.9765
394,Female,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,,,,,,499.85200000000003,490.64930000000004,530.90264
394,Male,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,,,,,,537.3967999999999,566.71634,566.71018
394,Male,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Mostly like me,Somewhat like me,Mostly like me,Not much like me,Not at all like me,444.15796,385.55694,459.47406
394,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,492.84157999999996,458.95632000000006,459.94032
394,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,,,,,,448.67582000000004,506.93266000000006,484.83774000000005
395,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,,,,,,,439.25066000000004,414.18638,475.69935999999996
395,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,,,,,,660.7026199999999,637.51724,684.20364
395,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Mostly like me,Mostly like me,Very much like me,515.8981200000001,466.63356000000005,537.43008
395,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Somewhat like me,Mostly like me,Not much like me,Not at all like me,Not much like me,506.0056000000001,517.8147,553.00262
395,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,,,,,,422.26982,430.91720000000004,463.57704
395,Male,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Not at all like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,533.6579,497.10749999999996,563.1667199999999
395,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,Not much like me,493.62047999999993,480.16442000000006,496.40060000000005
395,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Very much like me,Very much like me,Mostly like me,613.18742,552.92288,624.5244399999999
395,Female,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Not at all like me,Not at all like me,Mostly like me,Very much like me,Somewhat like me,576.8889,528.69676,560.92876
395,Female,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,476.32808000000006,451.25151999999997,481.85375999999997
395,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Mostly like me,Very much like me,Very much like me,513.32762,482.6725,534.53934
395,Male,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,,,,,,539.8115,502.64094000000006,527.73218
395,Male,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,,,,,,508.49822000000006,480.58742,526.51996
395,Male,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,,,,,,674.4897599999999,623.41386,687.09436
395,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Somewhat like me,Not much like me,Not much like me,498.83938,437.52295999999996,547.87394
395,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,539.34412,502.5607,565.87096
395,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,418.14144000000005,385.15595999999994,466.0014800000001
395,Female,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,491.43946000000005,505.2646,516.1693600000001
395,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,,,,,,538.4093999999999,558.64224,588.3439000000001
395,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,,Strongly agree,Disagree,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,487.85638,431.34799999999996,495.09512000000007
395,Female,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,346.0897,348.7061,354.00969999999995
395,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Mostly like me,Very much like me,Mostly like me,522.0517,501.03702000000004,561.5815
395,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Very much like me,Very much like me,Somewhat like me,549.15876,488.04552,562.6072399999999
395,Female,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Very much like me,Mostly like me,Not much like me,Not at all like me,Somewhat like me,354.26856,342.98702,351.119
395,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,621.13258,603.20304,650.26108
395,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Very much like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,476.48387999999994,430.46585999999996,477.47110000000004
396,Male,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,492.76365999999996,439.84862000000004,412.75642
396,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,527.19272,462.70403999999996,563.63296
396,Female,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,473.7576,508.52126,481.38754
396,Female,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,,,,,,373.8978,406.69071999999994,380.0261
396,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,500.3972600000001,517.89414,518.9667999999999
396,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,678.1508200000001,692.32466,696.5125
396,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,496.11310000000003,528.2996,536.12458
396,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.16404,491.33351999999996,493.13688
396,Female,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,,,,,,573.6174,570.47748,565.0317
396,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Mostly like me,570.6574199999999,592.4004400000001,592.1671399999999
396,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,,,,,,422.89297999999997,499.06899999999996,472.71542
396,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,Mostly like me,517.0665200000001,488.2861,557.47854
396,Male,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,577.74576,550.1962599999999,580.1379999999999
396,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Not much like me,Not much like me,Somewhat like me,621.5220400000001,594.0626599999999,629.6531200000001
396,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,498.21621999999996,484.05652,510.20142
396,Female,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,,Disagree,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,587.0151199999999,575.64046,585.2666800000001
396,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Not at all like me,Not at all like me,Somewhat like me,415.57093999999995,465.43068000000005,439.61208
396,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Not much like me,Very much like me,Mostly like me,Somewhat like me,428.9687,385.79751999999996,442.31629999999996
396,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,532.10002,524.24862,541.81276
