SCHOOLID,ST04Q01,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,ST93Q01,ST93Q03,ST93Q04,ST93Q06,ST93Q07,maths,read,scie
308,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,395.55226000000005,461.89528,408.2805
309,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,,,,,,414.48042,479.2112599999999,416.02012
309,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,505.22664,528.8556000000001,487.82172
309,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,,,,,,401.78376,467.21716000000004,448.09772000000004
309,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Mostly like me,Not much like me,Not much like me,Not much like me,391.57968,392.21308,367.53078
309,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Not much like me,Not much like me,Not at all like me,297.87348000000003,313.12098000000003,294.88994
309,Male,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Not at all like me,Not much like me,Mostly like me,Very much like me,Mostly like me,591.76664,605.37006,605.5016599999999
309,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,529.0621600000001,526.69928,496.77356
309,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Mostly like me,Somewhat like me,Not much like me,342.66240000000005,384.21176,340.67512
309,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Somewhat like me,Not much like me,Mostly like me,Not at all like me,473.83548,509.13666,469.54496
309,Male,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,,,,,,372.41782,376.33455999999995,402.03282
309,Female,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Mostly like me,Mostly like me,Somewhat like me,Mostly like me,Not at all like me,500.08567999999997,536.7193,514.2111199999999
309,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,,,,,,527.0369199999999,544.9801,521.95078
309,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,474.14708,467.67611999999997,460.12682000000007
309,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Not much like me,,Somewhat like me,Somewhat like me,Not much like me,495.95730000000003,523.0571600000001,482.41326
309,Male,Agree,Agree,Agree,Agree,,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,382.15456,366.55084,378.90712
309,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly disagree,,,,,,432.16232,399.75136000000003,422.4543
309,Male,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,548.92506,577.3019999999999,576.59456
309,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,412.22152000000006,405.89642000000003,391.8687
309,Female,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Mostly like me,Mostly like me,Not much like me,Not much like me,Not much like me,365.64106,400.81282,392.89446
309,Female,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Mostly like me,375.92304,422.0209000000001,336.47889999999995
309,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not at all like me,Mostly like me,Very much like me,Mostly like me,472.66709999999995,441.69308,454.99812000000003
309,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,382.69980000000004,400.17740000000003,346.17682
309,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,361.04534,355.24342,315.4047
310,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,,,,,,490.11530000000005,525.83724,524.93472
310,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,382.69982,428.53423999999995,379.46662000000003
310,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,512.93814,519.95934,506.19172
310,Male,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,548.69138,539.04924,544.05072
310,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Not at all like me,Not at all like me,Mostly like me,Very much like me,Mostly like me,540.66832,535.4484,515.05034
310,Male,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,,,,,,506.78452,496.14518,512.6258799999999
310,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,,,,,,492.6078799999999,539.8171,532.3013800000001
310,Male,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,,,,,,484.8185,500.55588000000006,490.99215999999996
310,Male,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,407.70369999999997,377.93844,333.30846
310,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Very much like me,Not much like me,Not at all like me,Not at all like me,427.80028000000004,468.0909,459.66056
310,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,517.84544,571.12702,538.64232
310,Male,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,548.53558,493.01758,527.5457
310,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Mostly like me,Somewhat like me,Mostly like me,555.46812,554.6069399999999,577.62028
310,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Mostly like me,Somewhat like me,Not much like me,503.2793599999999,495.10262,431.03318
310,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not much like me,Somewhat like me,Mostly like me,Very much like me,Somewhat like me,533.50212,558.7216999999999,503.58074
310,Female,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,,Mostly like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,400.3817,435.52416000000005,442.87578
310,Female,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,,,,,,478.89858000000004,474.12765999999993,476.5386
310,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,,,,,,551.18396,531.31798,495.37487999999996
310,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Not much like me,Somewhat like me,Mostly like me,Very much like me,Not much like me,454.05048,478.90335999999996,475.79259999999994
310,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Very much like me,524.0769600000001,508.2035599999999,522.8832199999999
310,Male,Agree,Disagree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,,Disagree,,,,,,556.4028800000001,547.38946,577.80678
311,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,,,,,,533.26844,546.6481600000001,534.6326
311,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,494.00998,487.5643400000001,469.91794
311,Female,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,,,,,,616.45896,618.5332599999999,642.89444
311,Female,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,,,,,,400.2259,417.4139,419.00411999999994
311,Male,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,,,,,,504.36983999999995,474.41246,474.11414
311,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Mostly like me,Not much like me,Somewhat like me,Not at all like me,606.09908,622.6921,591.3278399999999
311,Male,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Very much like me,Very much like me,Not at all like me,Not at all like me,Not at all like me,475.0039,455.56672,480.45505999999995
311,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,495.72362000000004,483.81823999999995,475.69935999999996
311,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Very much like me,Very much like me,Not much like me,462.69668,401.43544,436.5349
311,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,477.96386,494.06484,475.88586000000004
311,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,571.74794,575.1367600000001,608.01938
311,Female,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Not much like me,542.3819799999999,571.98668,527.35918
311,Male,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,,,,,,642.3196800000001,586.60456,582.84224
311,Male,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Not at all like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,506.86244000000005,467.67611999999997,506.37819999999994
311,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Somewhat like me,Not much like me,Mostly like me,578.13524,523.5716800000001,569.7873999999999
311,Female,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,,,,,,640.06076,655.3892400000001,651.75308
311,Female,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,,,,,,487.4669,499.78386,488.94068000000004
311,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,626.19564,645.14262,628.7206199999999
312,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,702.14208,674.0165800000001,707.70234
312,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,552.58608,561.02252,553.0026399999999
312,Male,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,,,,,,554.29972,532.79406,551.04438
312,Male,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Very much like me,Very much like me,Somewhat like me,Mostly like me,Not much like me,662.1047000000001,650.0384200000001,651.93956
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Mostly like me,Mostly like me,Very much like me,620.89888,600.5584200000001,624.33794
312,Male,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,543.08304,528.22296,518.68704
312,Male,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Not much like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,530.30846,522.2885600000001,515.70308
312,Male,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Not much like me,Not much like me,Very much like me,Very much like me,Very much like me,512.86026,528.30316,535.6583600000001
312,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,716.78612,717.48202,754.1402599999999
312,Male,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,,,,,,630.8693,645.9485,633.6628
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Mostly like me,Not much like me,Mostly like me,602.7496600000001,564.79168,561.7679800000001
312,Male,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Mostly like me,Mostly like me,Not at all like me,Not at all like me,Not at all like me,595.03816,593.7418799999999,638.6049800000001
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Very much like me,Somewhat like me,Not much like me,494.08786,534.07718,533.04738
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,674.02244,687.1685,697.2585
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Mostly like me,620.0420799999999,640.57548,657.34802
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Very much like me,Very much like me,Very much like me,551.7292399999999,615.15382,618.7430200000001
312,Male,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,645.9028000000001,640.6556800000001,656.6952600000001
312,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Somewhat like me,Not much like me,Not at all like me,559.05124,510.90094,563.9127000000001
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,659.06682,633.19758,671.8015800000001
312,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,557.9607599999999,603.28504,586.66542
312,Male,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,,,,,,524.15486,533.0346400000001,536.3110800000001
