SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie
355,158.64,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,540.12306,546.98848,573.05108,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,429.82552,481.75302,427.48974,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,371.17152,487.47206000000006,445.85974,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,611.16218,638.39096,622.1932,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,174.3021,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,554.6113,593.19474,582.18948,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
355,158.64,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,378.18196,343.4548,402.9653,0000355,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1,1,1
356,9.5871,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,402.40692,444.97648,438.2133400000001,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,463.70932000000005,460.37839999999994,522.1372600000001,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,432.5518,443.69794,497.70608000000004,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,9.5871,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,456.3094,483.26221999999996,482.04028,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,503.27932,473.69068,526.0537200000001,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,9.5871,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,484.74062000000004,496.05062,495.6546,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,427.5666,400.07214,439.51884,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,9.5871,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,351.15281999999996,349.42096000000004,358.20588,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,9.5871,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,304.02712,360.30303999999995,352.70421999999996,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Agree,Disagree,Disagree,Disagree,Agree,Disagree,450.62316,396.303,478.40358000000003,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,9.5871,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,359.56536,405.18152,395.78518,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,393.44909999999993,361.57876,418.44462000000004,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,460.59354,482.51210000000003,519.8993,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,470.48606,451.07583999999997,498.17232,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,9.5871,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,379.73984,468.3292,440.35808,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,8.5443,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,396.64278,378.49980000000005,443.52853999999996,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
356,9.5871,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,617.7052600000001,632.0364999999999,670.58932,0000356,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,0,0,1
357,20.4856,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Disagree,347.18024,421.38545999999997,395.87838,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,364.70634,335.27498,384.78182,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,20.4856,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,565.43854,563.56698,565.5912000000001,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,383.47874,411.86072,393.54717999999997,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,20.4856,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,333.23728,391.36053999999996,362.21558000000005,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,503.20144,532.63366,504.97946,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,20.4856,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,507.87505999999996,537.99018,510.76092,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,22.4239,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,575.7205200000001,555.16832,602.8907,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,492.06264,471.44524,472.15592,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,526.1022,521.40642,511.87987999999996,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,20.4856,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,591.0655800000001,614.79996,635.06156,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,460.82723999999996,439.36744,462.36478,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,22.4239,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,466.2019,505.66174,465.72174000000007,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,20.4856,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,608.7474599999999,631.55992,619.116,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,289.85044,281.62488,271.20478,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,20.4856,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,435.1223,501.37248,480.73482,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,568.55432,563.58874,603.91642,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,15.5461,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,561.0765000000001,564.47086,555.7068200000001,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
357,20.4856,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,441.04222,479.9261,465.0690000000001,0000357,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1,2,1
358,11.3652,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,470.79763999999994,526.47268,467.21374000000003,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,13.0031,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,409.41736000000003,400.15234,361.37638,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,11.3652,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,466.2019,488.82237999999995,472.80866000000003,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,11.3652,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,427.17713999999995,482.38846,422.2678000000001,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,11.3652,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,364.23895999999996,401.52772,384.40878000000004,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,13.0031,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,493.9320799999999,513.70776,488.47443999999996,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,11.3652,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,397.81118000000004,503.83485999999994,453.87915999999996,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,13.0031,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,430.37075999999996,443.53754,402.59232,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,13.0031,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,459.03566,469.19982,519.7127800000001,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,13.0031,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,511.61395999999996,518.5996200000001,507.40398000000005,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,11.3652,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,445.0926799999999,503.59654,457.70236000000006,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
358,11.3652,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,422.97086,490.8081400000001,457.51586,0000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
359,9.0056,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,472.12182,452.91957999999994,465.90826,0000359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,0,1
