SCHOOLID,SCHSIZE,RATCMP15,PROPQUAL,PROPCERT,SMRATIO,RESPCUR,SC25Q05,SC34Q15,SC27Q02,SC16Q05,SC39Q07,maths,read,scie,ST88Q01math,ST88Q01read,ST88Q01scie,ST88Q02math,ST88Q02read,ST88Q02scie,ST88Q03math,ST88Q03read,ST88Q03scie,ST88Q04math,ST88Q04read,ST88Q04scie,ST89Q02math,ST89Q02read,ST89Q02scie,ST89Q03math,ST89Q03read,ST89Q03scie,ST89Q04math,ST89Q04read,ST89Q04scie,ST89Q05math,ST89Q05read,ST89Q05scie,option
0000115,1246.0,0.411,1.0,1.0,118.667,1.44,0.0,6.0,3.0,1.0,1.0,527.0249246621481,546.879747206646,549.0621869965377,541.5501118169916,562.6901649902757,574.3252449962644,528.5677983177113,555.6500675745804,551.8152818684524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000116,,,,,,-0.81,,,,,,487.7736383894131,503.99099132174405,515.2982760761055,559.3929809364552,600.0758924235258,638.6394529126303,0,0,0,457.14174481540624,475.02153031221906,480.73991174843957,469.794292562626,489.45612282369547,490.28913345954095,495.02623414702776,515.1190416598469,522.529143543357,495.02623414702776,515.1190416598469,522.529143543357,482.3536927333298,504.21089838043474,507.8639730420964,483.37283395655277,500.12635607406037,504.5196668739028,Strongly Agree
0000116,,,,,,-0.81,,,,,,487.7736383894131,503.99099132174405,515.2982760761055,470.0997563489494,488.8127681177369,492.7238686256161,0,0,0,508.74085540215356,525.2428408663579,530.9132771662607,509.31801050800493,528.7081366048594,546.5495491755477,505.9593225738233,535.955562629351,537.2932524620094,514.0234562383762,532.8977775078752,546.3408073254424,553.3577595783697,567.1086864658557,592.3123751819035,537.2385011889703,562.7651007024092,582.2179593655643,Agree
0000116,,,,,,-0.81,,,,,,487.7736383894131,503.99099132174405,515.2982760761055,532.6382003202459,534.4355056726268,546.006420277573,512.185921273439,541.553233316826,562.9214554019281,507.24845162884105,531.3087938242871,537.6036559695983,587.94984,610.4312600000001,586.75866,545.80934,520.8451,582.00298,0,0,0,0,0,0,0,0,0,Disagree
0000116,,,,,,-0.81,,,,,,487.7736383894131,503.99099132174405,515.2982760761055,446.18319999999994,520.4359400000001,498.91832000000005,491.85918353496754,503.02234392233515,501.936813387439,558.506,588.20848,646.8109200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000117,1351.0,1.646,1.0,1.0,135.1,-0.67,0.0,3.0,2.0,1.0,2.0,467.760075456523,486.2400547379555,478.32344671868725,351.15284,375.07718,340.67514,351.15284,375.07718,340.67514,496.70615969741976,506.5978603712689,502.4347260636584,457.10115737878925,468.0343457572317,465.5045129085114,476.820337447528,486.57741360694365,485.1488155404254,474.53507808376554,487.5927601677602,483.01462780735744,476.820337447528,486.57741360694365,485.1488155404254,477.8326921509346,484.0486467755539,485.7218847378067,Strongly Agree
0000117,1351.0,1.646,1.0,1.0,135.1,-0.67,0.0,3.0,2.0,1.0,2.0,467.760075456523,486.2400547379555,478.32344671868725,500.8480246565423,502.1292953185101,493.59359425850107,535.13784,557.7345200000001,479.52258,459.8973341110703,473.71668398372987,464.13416386499574,476.2703200347387,498.22349451560893,479.4953121272366,450.42063334914656,482.0113692369176,448.91846796028733,452.46827373664684,475.7065210568905,446.9982399391729,450.42063334914656,482.0113692369176,448.91846796028733,435.02966659066703,473.86683057984453,449.2364384220917,Agree
0000117,1351.0,1.646,1.0,1.0,135.1,-0.67,0.0,3.0,2.0,1.0,2.0,467.760075456523,486.2400547379555,478.32344671868725,454.5177030425005,485.8140223773961,470.490856874845,448.42554690978943,465.6744527851658,460.2613157355627,435.5213824248838,471.5405130405937,451.1300977316194,483.6584966644963,485.9847928704603,492.8766497925064,0,0,0,0,0,0,0,0,0,535.13784,557.7345200000001,479.52258,Disagree
0000117,1351.0,1.646,1.0,1.0,135.1,-0.67,0.0,3.0,2.0,1.0,2.0,467.760075456523,486.2400547379555,478.32344671868725,500.83939652227264,493.0635754451064,508.0865213505384,524.0324064610384,531.2896130143247,532.8035446817796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000118,1234.0,2.198,,,,-0.43,1.0,3.0,3.0,1.0,1.0,486.72206090665395,495.16845982083413,476.4418929468942,0,0,0,0,0,0,519.3414000324171,539.8339874774626,525.8504856883206,510.36521833251373,523.4237622393414,507.11490053342806,499.40247131111164,521.2974346992723,496.9085856436039,498.43859169808763,518.1367458212746,491.8392266199903,498.43859169808763,518.1367458212746,491.8392266199903,496.22475248500285,515.5766461789225,492.83184232109153,Strongly Agree
0000118,1234.0,2.198,,,,-0.43,1.0,3.0,3.0,1.0,1.0,486.72206090665395,495.16845982083413,476.4418929468942,359.84024949840875,364.74660577238285,359.49617719604583,342.74032,298.54588,312.887,491.76967716066537,511.51030860064964,476.1674377853281,463.30529631539684,482.0641594452312,448.1697160482363,463.1848194600513,465.89472538953277,435.02670483011855,455.6993586478722,458.65966658320883,430.7931227577661,455.6993586478722,458.65966658320883,430.7931227577661,472.89755528205706,481.8988258523671,449.8183364437059,Agree
0000118,1234.0,2.198,,,,-0.43,1.0,3.0,3.0,1.0,1.0,486.72206090665395,495.16845982083413,476.4418929468942,495.4134043954894,521.9907639917074,482.987296044912,500.8618019785284,524.0252373256346,475.5433726172158,342.74032,298.54588,312.887,490.58263999999997,492.37604,450.5222,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000118,1234.0,2.198,,,,-0.43,1.0,3.0,3.0,1.0,1.0,486.72206090665395,495.16845982083413,476.4418929468942,518.45716219454,525.648184984975,503.47400705585596,497.3339732324847,515.8945708503995,493.3284753762002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000119,,,,,,1.44,0.0,6.0,3.0,1.0,1.0,372.00831436017063,389.24210088248736,376.7199534347826,379.4847376889751,414.95367482333603,369.84098658278634,416.50568000000004,471.7660199999999,424.2260399999999,401.81060509123125,393.558379705055,392.88739467008463,399.03353462994687,406.13029613399135,386.40342357576736,393.9740280052707,415.8582092182086,392.402319159488,393.9740280052707,415.8582092182086,392.402319159488,397.7740596836871,416.55974068405555,398.9181805021352,393.9740280052707,415.8582092182086,392.402319159488,Strongly Agree
0000119,,,,,,1.44,0.0,6.0,3.0,1.0,1.0,372.00831436017063,389.24210088248736,376.7199534347826,340.55928,389.61304,339.83588,0,0,0,378.18983506535335,411.9839498926234,385.70917148531305,376.87331414404497,400.1856548904855,387.76838750069044,382.43956898373585,389.7913527236153,393.1614408317363,382.43956898373585,389.7913527236153,393.1614408317363,335.26248,356.01372000000003,333.77474,382.43956898373585,389.7913527236153,393.1614408317363,Agree
0000119,,,,,,1.44,0.0,6.0,3.0,1.0,1.0,372.00831436017063,389.24210088248736,376.7199534347826,404.63605335934875,404.7860479737514,406.63211651337787,385.87691483003493,380.5200892384659,387.936000584507,416.50568000000004,471.7660199999999,424.2260399999999,436.52437999999995,482.62677999999994,442.40954,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000119,,,,,,1.44,0.0,6.0,3.0,1.0,1.0,372.00831436017063,389.24210088248736,376.7199534347826,387.45132,459.11515999999995,404.64379999999994,391.26485388640924,422.68303406273617,389.772233450127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000120,656.0,1.568,1.0,1.0,164.0,1.44,0.0,4.0,3.0,1.0,1.0,420.5997573102206,434.96283595054865,447.6200957749387,367.62789732073236,347.9637369345934,366.6759045924955,0,0,0,411.3769590081191,429.36717929726694,423.93082535665263,426.98590923738084,445.07036421464437,447.7434150928302,427.0745566907264,449.54106959319495,450.3912821639421,421.1968841027403,448.0117121793426,448.68987742717434,443.8428682729308,467.1172785048475,463.2419469206099,428.5760937741364,453.5339220095919,459.6384742539465,Strongly Agree
0000120,656.0,1.568,1.0,1.0,164.0,1.44,0.0,4.0,3.0,1.0,1.0,420.5997573102206,434.96283595054865,447.6200957749387,397.03224,381.62742,455.74412,384.41346,396.78416,400.63410000000005,436.81991744857794,460.10146067051176,480.1889182828412,418.3371837453322,427.7927722859793,448.2294628904093,398.59011666666663,396.14260333333334,436.0686366666667,408.0931566666667,398.61527333333333,438.81947333333335,390.4994540584542,400.8279526822815,429.4209143692204,406.26264999999995,390.84976000000006,419.84335,Agree
0000120,656.0,1.568,1.0,1.0,164.0,1.44,0.0,4.0,3.0,1.0,1.0,420.5997573102206,434.96283595054865,447.6200957749387,440.25024784938444,475.408042893336,478.42139551073905,414.90018138418844,445.5760595489063,464.00904915580566,354.89172,393.09522,391.58896,375.96198,387.36132000000003,423.66654000000005,0,0,0,0,0,0,405.48372,391.05026,432.71168,375.96198,387.36132000000003,423.66654000000005,Disagree
0000120,656.0,1.568,1.0,1.0,164.0,1.44,0.0,4.0,3.0,1.0,1.0,420.5997573102206,434.96283595054865,447.6200957749387,414.43701747946034,420.6038752747419,441.0842671101228,427.01958404481945,421.6171816661492,438.19334069227136,379.42825000000005,327.33573,388.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000121,597.0,0.495,1.0,1.0,99.5,1.44,10.0,3.0,2.0,2.0,1.0,448.6398812830469,464.4626006214248,459.3734974155276,435.2781,466.42284,416.57962,467.29244,473.01562,435.78887999999995,468.28962222145094,479.0640819507115,442.6195852551197,468.28962222145094,479.0640819507115,442.6195852551197,387.39938666666666,441.2696933333333,414.21734666666663,471.2577479000348,485.00018049288445,472.3115568344325,467.29331927108643,479.21294887191954,467.06978155501565,480.9814536896911,490.88895972926076,469.1712175911142,Strongly Agree
0000121,597.0,0.495,1.0,1.0,99.5,1.44,10.0,3.0,2.0,2.0,1.0,448.6398812830469,464.4626006214248,459.3734974155276,452.7575145250492,451.0138298854564,460.8268647367812,409.22186474759826,429.57246658165934,428.26010048558953,420.8292343548733,449.2504701459931,441.7721519513061,416.4121442223354,445.08552171739484,441.27692428093667,451.2545671133322,463.90182327655646,455.5822842072719,420.62056410437106,440.64767689556345,427.7681638990745,421.8975512265527,442.35607143920913,433.62372048374544,417.2884455968332,444.6066781690089,436.07939558880634,Agree
0000121,597.0,0.495,1.0,1.0,99.5,1.44,10.0,3.0,2.0,2.0,1.0,448.6398812830469,464.4626006214248,459.3734974155276,425.219040486622,452.23064800045813,445.1234314286392,439.256585681754,454.2582534501545,450.64638667711495,437.85300377643506,447.6971044062282,444.67636133860094,437.03512221241,437.31787770857545,437.6669396328143,0,0,0,417.6741,434.79636,465.34876,0,0,0,0,0,0,Disagree
0000121,597.0,0.495,1.0,1.0,99.5,1.44,10.0,3.0,2.0,2.0,1.0,448.6398812830469,464.4626006214248,459.3734974155276,374.28726,439.73402,378.2543999999999,448.91149907041597,474.15159509644434,449.8843082221706,0,0,0,463.1443914821243,477.20549913918774,458.335492870531,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000122,942.0,1.037,,1.0,110.824,1.44,0.0,5.0,3.0,1.0,2.0,511.169510044665,484.6325873834301,528.6838088357522,454.43994000000004,424.88041999999996,492.0179,0,0,0,518.8543957935906,475.1089401817627,520.0162132972557,504.530662691398,471.52541195310016,516.1317343587568,492.9025736581417,460.9402360230483,503.30362705000573,492.9025736581417,460.9402360230483,503.30362705000573,507.3919035779765,475.3700569058954,530.724708002716,486.4357955283256,455.55558038437294,503.07849381691904,Strongly Agree
0000122,942.0,1.037,,1.0,110.824,1.44,0.0,5.0,3.0,1.0,2.0,511.169510044665,484.6325873834301,528.6838088357522,482.3651798071222,447.73466129065,500.44982653081615,454.43994000000004,424.88041999999996,492.0179,494.74026938990056,471.2067281058686,510.05447180588715,475.72260529879065,463.8978499746054,496.8639070851126,482.99000977119374,469.77907812964213,510.3280375842043,482.99000977119374,469.77907812964213,510.3280375842043,470.50280008200235,451.82103919578697,484.73102560692723,488.0931726000057,473.46608144321226,509.11920469626295,Agree
0000122,942.0,1.037,,1.0,110.824,1.44,0.0,5.0,3.0,1.0,2.0,511.169510044665,484.6325873834301,528.6838088357522,483.80288853790023,458.26881990260915,499.8766517913502,492.24373746850154,458.524615063691,503.03590367132654,420.89326517455373,410.20862556558023,466.7160596107292,500.411206552358,445.87911696603913,517.2752961571323,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000122,942.0,1.037,,1.0,110.824,1.44,0.0,5.0,3.0,1.0,2.0,511.169510044665,484.6325873834301,528.6838088357522,531.4379200000001,530.44426,554.63447,480.76390056745487,479.08256748061547,513.6957529887688,454.43994000000004,424.88041999999996,492.0179,454.43994000000004,424.88041999999996,492.0179,454.43994000000004,424.88041999999996,492.0179,454.43994000000004,424.88041999999996,492.0179,0,0,0,0,0,0,Strongly Disagree
0000123,789.0,0.517,,0.906,87.667,1.44,0.0,6.0,3.0,1.0,2.0,412.2388242734157,392.07556861196224,400.73928929281476,363.65476,346.64087,339.13651,409.02786000000003,354.6634,369.7687400000001,376.612829873049,359.48303913723436,369.3384034779667,371.56077658748666,343.1304545815826,356.0080041728871,418.559391918972,407.4682362050965,414.4860221241717,415.47226489421803,404.3893032455104,410.12383219979404,403.5950299933777,389.302319807642,397.29403767744736,412.05776934492917,396.03336133488904,403.6396559713395,Strongly Agree
0000123,789.0,0.517,,0.906,87.667,1.44,0.0,6.0,3.0,1.0,2.0,412.2388242734157,392.07556861196224,400.73928929281476,423.5669416702602,394.38812182309596,418.18933721756713,349.94548999999995,310.21418,352.98396,472.6944952227974,454.7735116627864,465.44804241776103,441.14400643171905,417.1813695960121,437.09075682854,399.4143796412934,353.3803513130767,388.36164522950673,411.1826923036212,386.87137676329195,411.1655794632772,416.71711999999997,366.5508428571428,406.05584285714286,408.39011187571367,365.7916754606046,404.2966207559299,Agree
0000123,789.0,0.517,,0.906,87.667,1.44,0.0,6.0,3.0,1.0,2.0,412.2388242734157,392.07556861196224,400.73928929281476,405.75777596049375,376.50027539669145,399.2504732220048,458.0058290994707,433.86967053839646,452.4863801358953,363.5177895787272,317.72636250699134,358.4861235912722,377.9992852776402,343.4896698046004,370.01755442234514,0,0,0,396.3831333333334,334.12552666666664,368.61867333333333,0,0,0,404.66582,378.7404,402.59232000000003,Disagree
0000123,789.0,0.517,,0.906,87.667,1.44,0.0,6.0,3.0,1.0,2.0,412.2388242734157,392.07556861196224,400.73928929281476,486.2206,500.81646,507.87021999999996,384.2017685200055,365.0753251797212,378.3916125681189,0,0,0,486.2206,500.81646,507.87021999999996,404.66582,378.7404,402.59232000000003,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000124,939.0,0.995,1.0,1.0,104.333,1.44,0.0,3.0,3.0,2.0,1.0,492.302020235367,463.4865099832682,521.6308567351731,449.37684,410.49744,526.2402,0,0,0,503.86172675501496,507.314939935172,538.8608551608111,489.5186760254328,467.67333849745427,516.300220852999,496.9392795137912,466.4819574893214,519.1427971140735,492.8140760390512,463.7884427938281,518.4200591029019,503.92988285391976,475.7266419213057,529.5355612095561,503.95609546614867,474.9757275993064,524.8624641996005,Strongly Agree
0000124,939.0,0.995,1.0,1.0,104.333,1.44,0.0,3.0,3.0,2.0,1.0,492.302020235367,463.4865099832682,521.6308567351731,472.43457384374506,434.71752141391244,486.2947310830206,0,0,0,494.7692507904805,442.86750610088563,513.0719115097763,495.60682398928327,441.05561683661307,512.8557811889025,482.5175786681367,431.3460384418992,500.7035999133315,493.9496429333061,443.2225764073265,505.4362396745153,470.0658392189741,417.734375502561,481.6584882648379,469.567167541036,418.6223274429808,491.26349257127504,Agree
0000124,939.0,0.995,1.0,1.0,104.333,1.44,0.0,3.0,3.0,2.0,1.0,492.302020235367,463.4865099832682,521.6308567351731,483.89927867154455,434.9375581196442,505.66660024924175,482.8731513068657,435.49054077072395,511.27155846418043,456.6988600000001,418.91785,460.3133100000001,510.52344000000005,482.83287999999993,506.19172,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000124,939.0,0.995,1.0,1.0,104.333,1.44,0.0,3.0,3.0,2.0,1.0,492.302020235367,463.4865099832682,521.6308567351731,534.8174536399961,524.462816843539,549.6036988394244,514.7762640514089,503.0619087348123,520.7339609879652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000125,898.0,1.367,0.782,1.0,149.667,1.44,0.0,3.0,4.0,1.0,1.0,573.1368031471344,578.4582315905546,608.8684761810442,0,0,0,604.93068,572.1695400000001,648.0231200000001,593.2846926517612,601.5253268043405,625.2361247461912,586.7930210769407,589.6378658942206,615.7109828119552,554.2355574389094,568.3614506876289,583.3224589964491,562.9167787171525,574.8565171963164,595.7683662057095,558.8131313285733,570.147954010193,592.6943359842703,526.1926897982445,546.9328941399195,561.0864946112329,Strongly Agree
0000125,898.0,1.367,0.782,1.0,149.667,1.44,0.0,3.0,4.0,1.0,1.0,573.1368031471344,578.4582315905546,608.8684761810442,464.1766600000001,487.63092000000006,504.10917333333344,511.22448,517.5763999999999,531.5554,560.1923619241456,567.5457041868435,593.9001595280549,542.4874917004039,557.3340642807358,580.2165394821099,580.4381380808903,583.8237701185907,622.6142543638646,559.2323365778966,556.4071497141334,597.7046550986882,571.633665796961,576.1499778900289,605.1738221869956,598.4127202563084,596.6303510919853,631.095667431179,Agree
0000125,898.0,1.367,0.782,1.0,149.667,1.44,0.0,3.0,4.0,1.0,1.0,573.1368031471344,578.4582315905546,608.8684761810442,568.7822316853291,575.9410741293271,587.1860973772716,545.1340082022168,566.2179985380991,580.1388514962973,489.57003000000003,514.63745,528.8511900000001,0,0,0,511.22448,517.5763999999999,531.5554,0,0,0,0,0,0,0,0,0,Disagree
0000125,898.0,1.367,0.782,1.0,149.667,1.44,0.0,3.0,4.0,1.0,1.0,573.1368031471344,578.4582315905546,608.8684761810442,590.5000456259817,597.1003834855122,634.7155274173177,589.9114341883433,588.9442468738165,622.1748372375454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000126,660.0,0.625,1.0,0.93,132.0,-0.43,0.0,5.0,3.0,1.0,2.0,407.3411884615383,428.5617438461537,416.15642538461526,342.81818000000004,322.891,332.84224000000006,0,0,0,392.61827000000005,402.8383133333333,381.82892333333336,406.36836571428574,429.2604771428572,402.6056371428572,413.41118181818194,426.31739818181825,413.64653636363636,431.02854444444455,452.8754400000001,434.90820000000014,404.13615600000014,426.47698600000024,405.3897780000001,417.1755720000001,441.7753980000001,420.8131260000001,Strongly Agree
0000126,660.0,0.625,1.0,0.93,132.0,-0.43,0.0,5.0,3.0,1.0,2.0,407.3411884615383,428.5617438461537,416.15642538461526,424.353485,444.71831999999995,436.67474000000004,389.35971,385.99894,384.59531000000004,413.45225200000004,440.09145400000017,429.4479600000001,420.1234222222223,445.42657111111123,439.9850755555556,400.6023800000001,435.8154200000001,421.84818333333334,407.7556166666667,428.9314000000001,413.7510833333334,415.68224571428584,434.2305771428572,432.4718885714286,408.98894,432.65141666666676,428.32898000000006,Agree
0000126,660.0,0.625,1.0,0.93,132.0,-0.43,0.0,5.0,3.0,1.0,2.0,407.3411884615383,428.5617438461537,416.15642538461526,419.18523000000005,446.0011220000001,426.967546,392.33636285714294,423.20101714285727,400.3410171428572,460.90514,486.43948,495.74786000000006,0,0,0,0,0,0,299.89876,364.19512000000003,381.42484,0,0,0,0,0,0,Disagree
0000126,660.0,0.625,1.0,0.93,132.0,-0.43,0.0,5.0,3.0,1.0,2.0,407.3411884615383,428.5617438461537,416.15642538461526,359.52643,371.30420000000004,365.99217000000004,442.94505714285725,468.46535428571434,458.075342857143,0,0,0,325.44792,290.72142,303.09586,0,0,0,325.44792,290.72142,303.09586,0,0,0,0,0,0,Strongly Disagree
0000127,1255.0,0.877,1.0,1.0,109.13,-0.43,0.0,3.0,3.0,2.0,1.0,517.2273238689538,529.4186578028521,537.5630858033493,488.55740000000003,540.33232,556.4527999999999,0,0,0,521.9256498366037,541.905733135554,550.3612669292143,503.2334077472453,533.0412676630241,543.6858601571469,518.5666320740478,528.2923180955751,528.5361033761928,515.7078289355284,529.4392983031064,531.1955629627728,509.42406781652573,530.164226443052,530.0827110444081,509.42406781652573,530.164226443052,530.0827110444081,Strongly Agree
0000127,1255.0,0.877,1.0,1.0,109.13,-0.43,0.0,3.0,3.0,2.0,1.0,517.2273238689538,529.4186578028521,537.5630858033493,429.7918765575099,451.323945639412,467.7919384428352,562.01122,569.1221400000001,567.2696800000001,458.829496094602,485.34153897110235,472.4228771289522,498.59231497289494,510.36540234969243,501.49271800472553,483.27443554910906,516.4211646483297,515.3863806750678,499.70108970339135,531.0512026454043,537.051349301783,479.89177987748025,504.09285434680277,506.9849347352696,494.3512551134575,509.76016599020323,509.11425092999633,Agree
0000127,1255.0,0.877,1.0,1.0,109.13,-0.43,0.0,3.0,3.0,2.0,1.0,517.2273238689538,529.4186578028521,537.5630858033493,513.9422598766779,525.0791440522264,520.5930574948425,485.25711481625774,508.91249814393103,503.3593112899136,578.2910100000001,570.72605,575.94181,525.28431,554.7272300000001,561.86124,0,0,0,401.00483999999994,443.14956,406.88174,562.01122,569.1221400000001,567.2696800000001,488.55740000000003,540.33232,556.4527999999999,Disagree
0000127,1255.0,0.877,1.0,1.0,109.13,-0.43,0.0,3.0,3.0,2.0,1.0,517.2273238689538,529.4186578028521,537.5630858033493,524.2396034071799,565.4563894357041,567.2019080518419,511.97973992634013,532.3518221453877,538.5380576156259,488.55740000000003,540.33232,556.4527999999999,0,0,0,488.55740000000003,540.33232,556.4527999999999,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000128,1000.0,0.4,1.0,1.0,142.857,0.03,0.0,3.0,3.0,1.0,2.0,435.5951363383272,420.3215794264362,447.3854574811245,352.00964000000005,311.05626,384.50202,0,0,0,452.8950968706919,417.7426106974202,460.1816966903576,466.1296196088082,439.10342804692334,479.36800554906966,470.8648568448184,451.53870543073435,487.5086087257112,481.4416166365546,469.38066609586906,495.85498222986655,415.8716659390746,396.7962168489628,430.3197188207579,474.5917448575552,454.0966810779496,487.08092399527766,Strongly Agree
0000128,1000.0,0.4,1.0,1.0,142.857,0.03,0.0,3.0,3.0,1.0,2.0,435.5951363383272,420.3215794264362,447.3854574811245,387.89970479230425,372.3172936220616,394.08624489875916,347.2393587610237,332.4961603596588,355.5073005943707,451.1098700366874,442.52135544165174,459.70977805413196,437.35948985010543,441.38438127791017,448.9761062985398,422.4842553875286,420.9179386865595,431.12515085416896,432.899250065052,418.62145679774505,437.31846707652466,444.14427145795605,435.82955696249445,451.945170945464,416.103971751488,412.72174560257616,422.7593010853798,Agree
0000128,1000.0,0.4,1.0,1.0,142.857,0.03,0.0,3.0,3.0,1.0,2.0,435.5951363383272,420.3215794264362,447.3854574811245,478.5990723588399,468.69426038058174,488.80507201076796,456.4435569944385,442.03387288023487,464.6299811408197,327.8885592845762,318.4986975547314,349.5844383192489,380.84638547342854,357.46404978950477,384.70938261391655,321.52928040112556,285.1350165412211,312.17325843512856,329.1093731277905,319.53081321179565,341.69386908536774,0,0,0,337.22889250902426,315.2593074947451,356.4899457070087,Disagree
0000128,1000.0,0.4,1.0,1.0,142.857,0.03,0.0,3.0,3.0,1.0,2.0,435.5951363383272,420.3215794264362,447.3854574811245,479.36594,496.20948,507.12420000000003,488.36268,494.54142,517.42819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000129,1249.0,0.723,1.0,1.0,138.778,1.44,2.0,3.0,1.0,1.0,1.0,491.6726021721719,510.561243145391,515.2820894314331,428.5712107667422,451.3789091316588,446.4634484974222,414.6505975734632,408.23307235584446,392.35765567185445,525.32326,568.4122600000001,510.48118000000005,0,0,0,496.2660948436671,522.5380501327729,518.5100625845961,499.21555623154836,523.1654134585273,520.4164772685801,505.19764054640336,528.6091148230487,519.7808607538536,496.7587990048743,528.7490343095393,517.0610017220105,Strongly Agree
0000129,1249.0,0.723,1.0,1.0,138.778,1.44,2.0,3.0,1.0,1.0,1.0,491.6726021721719,510.561243145391,515.2820894314331,504.33328226578135,498.3865248520118,503.8375351602748,0,0,0,450.06444413854825,474.0023299814343,482.5649930832857,472.14749026594563,486.3509973646442,484.5958282959935,469.2013081329434,464.61050577877586,482.0758055985913,481.21142604237923,469.7657729720211,483.64754726847906,451.10314277289564,439.8588369344694,472.98912813400545,479.50903940739715,484.8007853773417,503.76770765344384,Agree
0000129,1249.0,0.723,1.0,1.0,138.778,1.44,2.0,3.0,1.0,1.0,1.0,491.6726021721719,510.561243145391,515.2820894314331,483.5639511272003,497.01732892998814,512.6138200362672,486.3528034528716,495.60992796743903,516.5123638353782,526.4698796221521,511.19736792643226,528.9153463779951,520.0793762947276,524.7874962153752,546.7221239728058,518.4685999999999,527.26062,532.86088,401.2385,435.4379,473.1816400000001,0,0,0,463.86508000000003,396.2228,411.17118,Disagree
0000129,1249.0,0.723,1.0,1.0,138.778,1.44,2.0,3.0,1.0,1.0,1.0,491.6726021721719,510.561243145391,515.2820894314331,506.1413222892819,530.9409261789548,529.0267311685951,546.19878,578.34115,545.1231,0,0,0,493.54259999999994,488.20592000000005,526.51996,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000130,1186.0,1.087,0.993,0.993,158.133,1.44,0.0,6.0,3.0,1.0,1.0,486.1733550481955,521.5019370329595,521.6885348399903,0,0,0,356.52748,434.41214,411.35772,505.7293507301898,533.5064987492476,531.0687451810428,528.9383506625911,541.2156683624517,562.0818942881348,495.29555483345223,521.0103835287132,528.145649450501,493.0042595182811,519.87676632324,527.5739397046312,493.1186362036759,522.290640386222,532.5698189490834,503.2477027437806,529.575189519688,534.0098231064728,Strongly Agree
0000130,1186.0,1.087,0.993,0.993,158.133,1.44,0.0,6.0,3.0,1.0,1.0,486.1733550481955,521.5019370329595,521.6885348399903,420.94553096835233,490.28824336214956,456.35315353073264,0,0,0,490.3902410280102,527.0579443372666,527.4648103848342,455.53922136591757,510.8881376045077,495.54685408381795,443.08646089983887,505.80811996160566,487.8378024982101,438.14838041737704,505.8172661788343,480.31108659631536,464.7266953144175,509.9937856118148,497.7978392269482,446.85438189680343,498.2313639180069,491.1288599117309,Agree
0000130,1186.0,1.087,0.993,0.993,158.133,1.44,0.0,6.0,3.0,1.0,1.0,486.1733550481955,521.5019370329595,521.6885348399903,485.0128071025397,517.1939016711397,527.2878489287762,459.9114407479486,504.26972298280396,493.9918113000598,428.22869999999995,467.03453,480.92131,404.27638,454.98476,422.17458000000005,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000130,1186.0,1.087,0.993,0.993,158.133,1.44,0.0,6.0,3.0,1.0,1.0,486.1733550481955,521.5019370329595,521.6885348399903,543.510276081203,550.419213219405,561.8970067265033,516.525367923681,540.0469999914787,552.861425312822,356.52748,434.41214,411.35772,356.52748,434.41214,411.35772,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000131,,,,,,-0.81,,,,,,463.00658328736955,464.9188420155691,496.4763060097586,595.5055399999999,600.26412,593.93884,0,0,0,509.59117316594194,496.09848737022094,572.731458402182,478.01934450400006,498.4200407878576,507.97719781882745,482.1864190089491,491.8799133559604,518.0698773706746,482.1864190089491,491.8799133559604,518.0698773706746,482.1864190089491,491.8799133559604,518.0698773706746,485.0104371937168,498.2720032155823,523.0793661144874,Strongly Agree
0000131,,,,,,-0.81,,,,,,463.00658328736955,464.9188420155691,496.4763060097586,478.89856,502.40508,539.10854,0,0,0,453.9007744805425,469.87529559968823,485.22066274748204,492.6454177121486,486.3391792755532,535.7658591606603,445.7647322440554,443.03563420004576,478.9858888959987,468.5759255849549,465.3278687742237,505.60266702469835,445.7647322440554,443.03563420004576,478.9858888959987,424.42239319384015,408.1605932262231,451.3325369593228,Agree
