SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,ave,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie,schoolave
371,9.515,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,387.6071,366.06967999999995,370.0485,374.57509333333337,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,439.32856000000004,318.11334000000005,439.61208,399.0179933333334,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,,,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,359.64324,308.7306,376.2029,348.1922466666667,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,531.94424,536.96416,552.8161200000001,540.5748400000001,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,390.95654,329.66135999999995,370.14174,363.58654666666666,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,465.03351999999995,406.00654000000003,445.5799999999999,438.87335333333334,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,431.85076,437.84373999999997,486.70274,452.1324133333333,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,454.9073,453.4014800000001,459.84708,456.05195333333336,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,341.57188,295.97968000000003,316.98996,318.1805066666667,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,375.06618,338.00158,357.83292,356.9668933333333,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,540.59044,517.7175,540.78702,533.0316533333333,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,463.00825999999995,483.07346000000007,486.42298,477.50156666666663,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,505.84984,536.72356,553.09586,531.8897533333334,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
371,9.0647,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Agree,357.61798,307.2069,397.74338,354.18942,0000371,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,422.5407591304348,397.2967113043478,426.45995826086954,415.43247623188404
372,9.5641,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,523.4538,547.7601999999999,536.1245799999999,535.7795266666666,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,10.5738,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,475.93863999999996,461.58134,459.84708,465.78902,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,414.24678000000006,439.81344,400.07460000000003,418.04494000000005,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,10.5738,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,480.06697999999994,455.72712,461.52556000000004,465.77322000000004,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,10.5738,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,454.43994000000004,379.06118000000004,441.38382,424.9616466666667,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,10.5738,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,472.97864,506.65064,494.53562,491.3883,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,566.76274,549.0310999999999,560.1827799999999,558.6588733333332,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,10.5738,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,349.98442,351.39405999999997,376.3894,359.25595999999996,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,464.02085999999997,517.2587,510.48116,497.25357333333335,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,434.26544,423.13293999999996,392.8944599999999,416.7642799999999,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Disagree,452.18103999999994,449.02744,476.07236,459.0936133333333,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,567.38588,595.1010799999999,569.50766,577.33154,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,601.8149000000001,600.89954,610.81686,604.5104333333334,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,440.49695999999994,495.73288,467.30697999999995,467.8456066666666,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,611.24008,628.5415399999999,606.43416,615.40526,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,10.5738,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,479.59961999999996,473.04912,523.2562599999999,491.96833333333325,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
372,9.5641,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,472.19971999999996,477.30488,482.41327999999993,477.30595999999997,0000372,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,470.5220053846154,478.1700784615385,478.31750846153847,475.66986410256413
373,9.3203,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,441.50958,496.60662,492.67064,476.92894666666666,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,410.89732000000004,474.44536,455.74413999999996,447.02894,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,530.69792,623.45796,603.82318,585.9930199999999,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,394.69543999999996,461.33923999999996,418.53786,424.8575133333334,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,406.2237,505.34403999999995,464.4162600000001,458.6613333333333,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,509.9782,534.3363400000001,489.68666,511.3337333333334,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,445.56005999999996,450.29835999999995,415.55387999999994,437.1374333333333,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,488.32372,500.49876000000006,452.94665999999995,480.5897133333333,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,519.24752,557.45078,517.84784,531.5153799999999,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,541.0577999999999,586.28422,544.42372,557.2552466666667,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.1146,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,504.05828,522.89828,474.76687999999996,500.57448,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,478.587,520.75366,479.80231999999995,493.04765999999995,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,440.26328,463.88106,434.20365999999996,446.116,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.1146,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,368.91262,438.06598,351.02574000000004,386.00144666666665,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,568.3985,601.3761400000001,590.02236,586.599,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3203,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,379.97352,435.76246000000003,370.51474,395.41690666666665,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.1146,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,475.31546,550.9374600000001,530.34316,518.8653600000001,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
373,9.3792,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,434.26545999999996,469.19982,465.44197999999994,456.30242,0000373,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,465.00652846153844,514.5976323076923,479.46159307692307,486.35525128205126
374,58.7755,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,586.54774,593.4211,604.5692,594.8460133333333,0000374,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,564.69452,585.2942737931035,602.035395862069,584.0080632183908
374,55.102,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,532.02212,616.62688,588.15738,578.93546,0000374,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,564.69452,585.2942737931035,602.035395862069,584.0080632183908
374,55.102,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,617.23788,617.26234,609.3249,614.6083733333334,0000374,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,564.69452,585.2942737931035,602.035395862069,584.0080632183908
374,55.102,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,505.61614,545.77442,558.69078,536.69378,0000374,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,564.69452,585.2942737931035,602.035395862069,584.0080632183908
